dzlabel,dzcode,lalabel,rank,vigintile,pconlabel
"Chapelton, Glengavel and Sandford - 01",S01012695,South Lanarkshire,,11,Clydesdale
"Chapelton, Glengavel and Sandford - 02",S01012696,South Lanarkshire,,13,Clydesdale
"Chapelton, Glengavel and Sandford - 03",S01012697,South Lanarkshire,,17,Clydesdale
"Chapelton, Glengavel and Sandford - 04",S01012698,South Lanarkshire,,14,Clydesdale
"Glassford, Quarter and Allanton - 01",S01012699,South Lanarkshire,,10,Clydesdale
"Glassford, Quarter and Allanton - 02",S01012700,South Lanarkshire,,12,"Hamilton, Larkhall and Stonehouse"
"Glassford, Quarter and Allanton - 03",S01012701,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
"Glassford, Quarter and Allanton - 04",S01012702,South Lanarkshire,,13,"Hamilton, Larkhall and Stonehouse"
Eddlewood - 01,S01012703,South Lanarkshire,,15,"Hamilton, Larkhall and Stonehouse"
Eddlewood - 02,S01012704,South Lanarkshire,,4,"Hamilton, Larkhall and Stonehouse"
Eddlewood - 03,S01012705,South Lanarkshire,,19,"Hamilton, Larkhall and Stonehouse"
Eddlewood - 04,S01012706,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Eddlewood - 05,S01012707,South Lanarkshire,,19,"Hamilton, Larkhall and Stonehouse"
Low Waters - 01,S01012708,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Low Waters - 02,S01012709,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Low Waters - 03,S01012710,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Low Waters - 04,S01012711,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Silvertonhill - 01,S01012712,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
Silvertonhill - 02,S01012713,South Lanarkshire,,16,"Hamilton, Larkhall and Stonehouse"
Silvertonhill - 03,S01012714,South Lanarkshire,,19,"Hamilton, Larkhall and Stonehouse"
Silvertonhill - 04,S01012715,South Lanarkshire,,6,"Hamilton, Larkhall and Stonehouse"
Hamilton Centre and Low Parks - 01,S01012716,South Lanarkshire,,17,"Hamilton, Larkhall and Stonehouse"
Hamilton Centre and Low Parks - 02,S01012717,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Hamilton Centre and Low Parks - 03,S01012718,South Lanarkshire,,10,"Hamilton, Larkhall and Stonehouse"
Hamilton Centre and Low Parks - 04,S01012719,South Lanarkshire,,9,"Hamilton, Larkhall and Stonehouse"
Hamilton Centre and Low Parks - 05,S01012720,South Lanarkshire,,9,Uddingston and Bellshill
Laighstonehall - 01,S01012721,South Lanarkshire,,11,"Hamilton, Larkhall and Stonehouse"
Laighstonehall - 02,S01012722,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Laighstonehall - 03,S01012723,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Laighstonehall - 04,S01012724,South Lanarkshire,,6,"Hamilton, Larkhall and Stonehouse"
Laighstonehall - 05,S01012725,South Lanarkshire,,9,"Hamilton, Larkhall and Stonehouse"
Fairhill - 01,S01012726,South Lanarkshire,,9,"Hamilton, Larkhall and Stonehouse"
Fairhill - 02,S01012727,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Woodhead and Meikle Earnock - 01,S01012729,South Lanarkshire,,9,"Hamilton, Larkhall and Stonehouse"
Woodhead and Meikle Earnock - 02,S01012730,South Lanarkshire,,4,"Hamilton, Larkhall and Stonehouse"
Woodhead and Meikle Earnock - 03,S01012731,South Lanarkshire,,5,"Hamilton, Larkhall and Stonehouse"
Woodhead and Meikle Earnock - 04,S01012732,South Lanarkshire,,6,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 01,S01012733,South Lanarkshire,,16,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 02,S01012734,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 03,S01012735,South Lanarkshire,,7,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 04,S01012736,South Lanarkshire,,10,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 05,S01012737,South Lanarkshire,,12,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 06,S01012738,South Lanarkshire,,4,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 07,S01012739,South Lanarkshire,,19,"Hamilton, Larkhall and Stonehouse"
Little Earnock - 08,S01012740,South Lanarkshire,,15,"Hamilton, Larkhall and Stonehouse"
Earnock - 01,S01012741,South Lanarkshire,,17,"Hamilton, Larkhall and Stonehouse"
Earnock - 02,S01012742,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
Earnock - 03,S01012743,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
Earnock - 04,S01012744,South Lanarkshire,,17,"Hamilton, Larkhall and Stonehouse"
Earnock - 05,S01012745,South Lanarkshire,,20,"Hamilton, Larkhall and Stonehouse"
Earnock - 06,S01012746,South Lanarkshire,,14,"Hamilton, Larkhall and Stonehouse"
Hillhouse - 01,S01012747,South Lanarkshire,,8,"Hamilton, Larkhall and Stonehouse"
Hillhouse - 02,S01012748,South Lanarkshire,,1,"Hamilton, Larkhall and Stonehouse"
Hillhouse - 03,S01012749,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Hillhouse - 04,S01012750,South Lanarkshire,,3,"Hamilton, Larkhall and Stonehouse"
Hillhouse - 05,S01012751,South Lanarkshire,,4,"Hamilton, Larkhall and Stonehouse"
High Blantyre - 01,S01012752,South Lanarkshire,,6,Rutherglen
High Blantyre - 02,S01012753,South Lanarkshire,,4,Rutherglen
High Blantyre - 03,S01012754,South Lanarkshire,,4,Rutherglen
High Blantyre - 04,S01012755,South Lanarkshire,,1,Rutherglen
High Blantyre - 05,S01012756,South Lanarkshire,,5,Rutherglen
High Blantyre - 06,S01012757,South Lanarkshire,,5,Rutherglen
High Blantyre - 07,S01012758,South Lanarkshire,,6,Rutherglen
Blantyre South and Wheatlands - 01,S01012759,South Lanarkshire,,3,Rutherglen
Blantyre South and Wheatlands - 02,S01012760,South Lanarkshire,,2,Rutherglen
Blantyre South and Wheatlands - 03,S01012761,South Lanarkshire,,6,Rutherglen
Blantyre South and Wheatlands - 04,S01012762,South Lanarkshire,,8,Rutherglen
Blantyre South and Wheatlands - 05,S01012763,South Lanarkshire,,6,Rutherglen
Blantyre South and Wheatlands - 06,S01012764,South Lanarkshire,,5,Rutherglen
Low Blantyre and Bardykes - 01,S01012765,South Lanarkshire,,8,Rutherglen
Low Blantyre and Bardykes - 02,S01012766,South Lanarkshire,,6,Rutherglen
Low Blantyre and Bardykes - 03,S01012767,South Lanarkshire,,16,Rutherglen
Low Blantyre and Bardykes - 04,S01012768,South Lanarkshire,,14,Rutherglen
Low Blantyre and Bardykes - 05,S01012769,South Lanarkshire,,13,Rutherglen
Blantytre North and Coatshill - 01,S01012770,South Lanarkshire,,9,Rutherglen
Blantytre North and Coatshill - 02,S01012771,South Lanarkshire,,6,Rutherglen
Blantytre North and Coatshill - 03,S01012772,South Lanarkshire,,3,Rutherglen
Blantytre North and Coatshill - 04,S01012773,South Lanarkshire,,6,Rutherglen
Burnbank North - 01,S01012774,South Lanarkshire,,7,"Hamilton, Larkhall and Stonehouse"
Burnbank North - 02,S01012775,South Lanarkshire,,7,"Hamilton, Larkhall and Stonehouse"
Burnbank North - 03,S01012776,South Lanarkshire,,4,Rutherglen
Burnbank North - 04,S01012777,South Lanarkshire,,15,"Hamilton, Larkhall and Stonehouse"
Burnbank North - 05,S01012778,South Lanarkshire,,4,Rutherglen
Burnbank North - 06,S01012779,South Lanarkshire,,4,Rutherglen
Burnbank North - 07,S01012780,South Lanarkshire,,1,Rutherglen
Burnbank Central and Udston - 01,S01012781,South Lanarkshire,,9,"Hamilton, Larkhall and Stonehouse"
Burnbank Central and Udston - 02,S01012782,South Lanarkshire,,1,"Hamilton, Larkhall and Stonehouse"
Burnbank Central and Udston - 04,S01012784,South Lanarkshire,,4,"Hamilton, Larkhall and Stonehouse"
Burnbank Central and Udston - 05,S01012785,South Lanarkshire,,1,"Hamilton, Larkhall and Stonehouse"
Burnbank Central and Udston - 06,S01012786,South Lanarkshire,,1,"Hamilton, Larkhall and Stonehouse"
Burnbank Central and Udston - 07,S01012787,South Lanarkshire,,11,"Hamilton, Larkhall and Stonehouse"
Burnbank South and Chantinghall - 01,S01012788,South Lanarkshire,,2,"Hamilton, Larkhall and Stonehouse"
Burnbank South and Chantinghall - 02,S01012789,South Lanarkshire,,7,"Hamilton, Larkhall and Stonehouse"
Burnbank South and Chantinghall - 03,S01012790,South Lanarkshire,,17,"Hamilton, Larkhall and Stonehouse"
Burnbank South and Chantinghall - 04,S01012791,South Lanarkshire,,16,"Hamilton, Larkhall and Stonehouse"
Burnbank South and Chantinghall - 05,S01012792,South Lanarkshire,,7,"Hamilton, Larkhall and Stonehouse"
Whitehill - 01,S01012793,South Lanarkshire,,2,Uddingston and Bellshill
Whitehill - 02,S01012794,South Lanarkshire,,11,Uddingston and Bellshill
Whitehill - 03,S01012795,South Lanarkshire,,2,Uddingston and Bellshill
Whitehill - 04,S01012796,South Lanarkshire,,5,Uddingston and Bellshill
Whitehill - 05,S01012797,South Lanarkshire,,3,Uddingston and Bellshill
Bothwell South - 01,S01012798,South Lanarkshire,,16,Uddingston and Bellshill
Bothwell South - 02,S01012799,South Lanarkshire,,16,Uddingston and Bellshill
Bothwell South - 03,S01012800,South Lanarkshire,,18,Uddingston and Bellshill
Bothwell South - 04,S01012801,South Lanarkshire,,15,Uddingston and Bellshill
Bothwell South - 05,S01012802,South Lanarkshire,,18,Uddingston and Bellshill
Bothwell North - 01,S01012803,South Lanarkshire,,18,Uddingston and Bellshill
Bothwell North - 02,S01012804,South Lanarkshire,,6,Uddingston and Bellshill
Bothwell North - 03,S01012805,South Lanarkshire,,8,Uddingston and Bellshill
Bothwell North - 04,S01012806,South Lanarkshire,,9,Uddingston and Bellshill
Uddingston and Gardenside - 01,S01012807,South Lanarkshire,,19,Uddingston and Bellshill
Uddingston and Gardenside - 02,S01012808,South Lanarkshire,,16,Uddingston and Bellshill
Uddingston and Gardenside - 03,S01012809,South Lanarkshire,,14,Uddingston and Bellshill
Uddingston and Gardenside - 04,S01012810,South Lanarkshire,,4,Uddingston and Bellshill
Uddingston and Gardenside - 05,S01012811,South Lanarkshire,,14,Uddingston and Bellshill
Uddingston and Gardenside - 06,S01012812,South Lanarkshire,,15,Uddingston and Bellshill
Uddingston and Gardenside - 07,S01012813,South Lanarkshire,,17,Uddingston and Bellshill
"Halfway, Hallside and Drumsagard - 01",S01012814,South Lanarkshire,,15,Rutherglen
"Halfway, Hallside and Drumsagard - 02",S01012815,South Lanarkshire,,17,Rutherglen
"Halfway, Hallside and Drumsagard - 03",S01012816,South Lanarkshire,,9,Rutherglen
"Halfway, Hallside and Drumsagard - 04",S01012817,South Lanarkshire,,17,Rutherglen
"Halfway, Hallside and Drumsagard - 05",S01012818,South Lanarkshire,,14,Rutherglen
"Halfway, Hallside and Drumsagard - 06",S01012819,South Lanarkshire,,1,Rutherglen
"Halfway, Hallside and Drumsagard - 07",S01012820,South Lanarkshire,,16,Rutherglen
Westburn and Newton - 01,S01012821,South Lanarkshire,,16,Rutherglen
Westburn and Newton - 03,S01012823,South Lanarkshire,,16,Rutherglen
Westburn and Newton - 04,S01012824,South Lanarkshire,,9,Rutherglen
Westburn and Newton - 05,S01012825,South Lanarkshire,,3,Rutherglen
Westburn and Newton - 07,S01012827,South Lanarkshire,,15,Rutherglen
Westburn and Newton - 08,S01012828,South Lanarkshire,,18,Rutherglen
Westburn and Newton - 09,S01012829,South Lanarkshire,,1,Rutherglen
Vicarland and Cairns - 01,S01012830,South Lanarkshire,,5,Rutherglen
Vicarland and Cairns - 02,S01012831,South Lanarkshire,,3,Rutherglen
Vicarland and Cairns - 05,S01012834,South Lanarkshire,,4,Rutherglen
Vicarland and Cairns - 06,S01012835,South Lanarkshire,,5,Rutherglen
Whitlawburn and Greenlees - 01,S01012836,South Lanarkshire,,15,Rutherglen
Whitlawburn and Greenlees - 04,S01012839,South Lanarkshire,,14,Rutherglen
Whitlawburn and Greenlees - 05,S01012840,South Lanarkshire,,18,Rutherglen
Whitlawburn and Greenlees - 06,S01012841,South Lanarkshire,,16,Rutherglen
Whitlawburn and Greenlees - 07,S01012842,South Lanarkshire,,16,Rutherglen
Cambuslang Central - 01,S01012843,South Lanarkshire,,19,Rutherglen
Cambuslang Central - 02,S01012844,South Lanarkshire,,20,Rutherglen
Cambuslang Central - 03,S01012845,South Lanarkshire,,12,Rutherglen
Cambuslang Central - 04,S01012846,South Lanarkshire,,2,Rutherglen
Cambuslang Central - 05,S01012847,South Lanarkshire,,10,Rutherglen
"Burgh, Eastfield and Silverbank - 01",S01012848,South Lanarkshire,,15,Rutherglen
"Burgh, Eastfield and Silverbank - 02",S01012849,South Lanarkshire,,6,Rutherglen
"Burgh, Eastfield and Silverbank - 03",S01012850,South Lanarkshire,,5,Rutherglen
"Burgh, Eastfield and Silverbank - 04",S01012851,South Lanarkshire,,11,Rutherglen
"Burgh, Eastfield and Silverbank - 05",S01012852,South Lanarkshire,,19,Rutherglen
"Burgh, Eastfield and Silverbank - 06",S01012853,South Lanarkshire,,15,Rutherglen
"Burgh, Eastfield and Silverbank - 07",S01012854,South Lanarkshire,,19,Rutherglen
"Burgh, Eastfield and Silverbank - 08",S01012855,South Lanarkshire,,16,Rutherglen
Farme Cross and Gallowflat North - 01,S01012856,South Lanarkshire,,4,Rutherglen
Farme Cross and Gallowflat North - 02,S01012857,South Lanarkshire,,3,Rutherglen
Farme Cross and Gallowflat North - 03,S01012858,South Lanarkshire,,2,Rutherglen
Farme Cross and Gallowflat North - 04,S01012859,South Lanarkshire,,7,Rutherglen
Shawfield and Clincarthill - 01,S01012860,South Lanarkshire,,11,Rutherglen
Shawfield and Clincarthill - 02,S01012861,South Lanarkshire,,14,Rutherglen
Shawfield and Clincarthill - 03,S01012862,South Lanarkshire,,1,Rutherglen
Shawfield and Clincarthill - 04,S01012863,South Lanarkshire,,2,Rutherglen
Shawfield and Clincarthill - 05,S01012864,South Lanarkshire,,2,Rutherglen
Burnhill and Bankhead North - 01,S01012865,South Lanarkshire,,8,Rutherglen
Burnhill and Bankhead North - 02,S01012866,South Lanarkshire,,7,Rutherglen
Burnhill and Bankhead North - 03,S01012867,South Lanarkshire,,2,Rutherglen
Burnhill and Bankhead North - 04,S01012868,South Lanarkshire,,3,Rutherglen
Bankhead South - 01,S01012870,South Lanarkshire,,10,Rutherglen
Bankhead South - 02,S01012871,South Lanarkshire,,12,Rutherglen
Bankhead South - 03,S01012872,South Lanarkshire,,11,Rutherglen
Bankhead South - 04,S01012873,South Lanarkshire,,11,Rutherglen
Spittal - 01,S01012874,South Lanarkshire,,3,Rutherglen
Spittal - 02,S01012875,South Lanarkshire,,5,Rutherglen
Spittal - 03,S01012876,South Lanarkshire,,4,Rutherglen
Spittal - 04,S01012877,South Lanarkshire,,5,Rutherglen
High Crosshill - 01,S01012878,South Lanarkshire,,19,Rutherglen
High Crosshill - 02,S01012879,South Lanarkshire,,17,Rutherglen
High Crosshill - 03,S01012880,South Lanarkshire,,18,Rutherglen
High Crosshill - 04,S01012881,South Lanarkshire,,17,Rutherglen
Burnside and Springhall - 01,S01012882,South Lanarkshire,,3,Rutherglen
Burnside and Springhall - 02,S01012883,South Lanarkshire,,1,Rutherglen
Burnside and Springhall - 03,S01012884,South Lanarkshire,,5,Rutherglen
Burnside and Springhall - 04,S01012885,South Lanarkshire,,1,Rutherglen
Burnside and Springhall - 05,S01012886,South Lanarkshire,,18,Rutherglen
Burnside and Springhall - 06,S01012887,South Lanarkshire,,17,Rutherglen
Burnside and Springhall - 07,S01012888,South Lanarkshire,,19,Rutherglen
Fernhill and Cathkin - 01,S01012889,South Lanarkshire,,13,Rutherglen
Fernhill and Cathkin - 02,S01012890,South Lanarkshire,,3,Rutherglen
Fernhill and Cathkin - 03,S01012891,South Lanarkshire,,6,Rutherglen
Fernhill and Cathkin - 04,S01012892,South Lanarkshire,,2,Rutherglen
Fernhill and Cathkin - 05,S01012893,South Lanarkshire,,2,Rutherglen
Nerston and EK Landward Area - 01,S01012894,South Lanarkshire,,16,East Kilbride
Nerston and EK Landward Area - 02,S01012895,South Lanarkshire,,15,East Kilbride
Nerston and EK Landward Area - 03,S01012896,South Lanarkshire,,4,East Kilbride
Nerston and EK Landward Area - 04,S01012897,South Lanarkshire,,15,"Hamilton, Larkhall and Stonehouse"
Nerston and EK Landward Area - 05,S01012898,South Lanarkshire,,18,"Hamilton, Larkhall and Stonehouse"
Nerston and EK Landward Area - 07,S01012900,South Lanarkshire,,7,East Kilbride
Calderwood East - 01,S01012901,South Lanarkshire,,11,East Kilbride
Calderwood East - 02,S01012902,South Lanarkshire,,10,East Kilbride
Calderwood East - 03,S01012903,South Lanarkshire,,9,East Kilbride
Calderwood East - 04,S01012904,South Lanarkshire,,9,East Kilbride
Calderwood East - 05,S01012905,South Lanarkshire,,6,East Kilbride
Calderwood Central - 01,S01012906,South Lanarkshire,,13,East Kilbride
Calderwood Central - 02,S01012907,South Lanarkshire,,9,East Kilbride
Calderwood Central - 03,S01012908,South Lanarkshire,,8,East Kilbride
Calderwood Central - 04,S01012909,South Lanarkshire,,8,East Kilbride
Calderwood Central - 05,S01012910,South Lanarkshire,,5,East Kilbride
Calderwood West and Nerston - 01,S01012911,South Lanarkshire,,12,East Kilbride
Calderwood West and Nerston - 02,S01012912,South Lanarkshire,,7,East Kilbride
Calderwood West and Nerston - 03,S01012913,South Lanarkshire,,11,East Kilbride
Calderwood West and Nerston - 04,S01012914,South Lanarkshire,,11,East Kilbride
Calderwood West and Nerston - 05,S01012915,South Lanarkshire,,13,East Kilbride
St Leonards North - 01,S01012916,South Lanarkshire,,10,East Kilbride
St Leonards North - 02,S01012917,South Lanarkshire,,20,East Kilbride
St Leonards North - 03,S01012918,South Lanarkshire,,13,East Kilbride
St Leonards North - 04,S01012919,South Lanarkshire,,12,East Kilbride
St Leonards North - 05,S01012920,South Lanarkshire,,18,East Kilbride
St Leonards North - 06,S01012921,South Lanarkshire,,9,East Kilbride
St Leonards North - 07,S01012922,South Lanarkshire,,14,East Kilbride
St Leonards South - 01,S01012923,South Lanarkshire,,13,East Kilbride
St Leonards South - 02,S01012924,South Lanarkshire,,10,East Kilbride
St Leonards South - 03,S01012925,South Lanarkshire,,16,East Kilbride
St Leonards South - 04,S01012926,South Lanarkshire,,11,East Kilbride
St Leonards South - 05,S01012927,South Lanarkshire,,12,East Kilbride
St Leonards South - 06,S01012928,South Lanarkshire,,13,East Kilbride
St Leonards South - 07,S01012929,South Lanarkshire,,15,East Kilbride
East Mains - 01,S01012930,South Lanarkshire,,4,East Kilbride
East Mains - 02,S01012931,South Lanarkshire,,10,East Kilbride
East Mains - 03,S01012932,South Lanarkshire,,15,East Kilbride
East Mains - 04,S01012933,South Lanarkshire,,10,East Kilbride
West Mains - 01,S01012934,South Lanarkshire,,6,East Kilbride
West Mains - 02,S01012935,South Lanarkshire,,11,East Kilbride
West Mains - 03,S01012936,South Lanarkshire,,12,East Kilbride
West Mains - 04,S01012937,South Lanarkshire,,11,East Kilbride
Stewartfield East - 01,S01012938,South Lanarkshire,,16,East Kilbride
Stewartfield East - 02,S01012939,South Lanarkshire,,18,East Kilbride
Stewartfield East - 03,S01012940,South Lanarkshire,,18,East Kilbride
Stewartfield East - 04,S01012941,South Lanarkshire,,18,East Kilbride
Stewartfield West - 01,S01012942,South Lanarkshire,,7,East Kilbride
Stewartfield West - 02,S01012943,South Lanarkshire,,15,East Kilbride
Stewartfield West - 03,S01012944,South Lanarkshire,,17,East Kilbride
Stewartfield West - 04,S01012945,South Lanarkshire,,15,East Kilbride
Stewartfield West - 05,S01012946,South Lanarkshire,,18,East Kilbride
Stewartfield West - 06,S01012947,South Lanarkshire,,18,East Kilbride
"Thorntonhall, Jackton and Gardenhall - 01",S01012948,South Lanarkshire,,19,East Kilbride
"Thorntonhall, Jackton and Gardenhall - 02",S01012949,South Lanarkshire,,18,East Kilbride
"Thorntonhall, Jackton and Gardenhall - 03",S01012950,South Lanarkshire,,18,East Kilbride
"Thorntonhall, Jackton and Gardenhall - 04",S01012951,South Lanarkshire,,19,East Kilbride
"Thorntonhall, Jackton and Gardenhall - 05",S01012952,South Lanarkshire,,17,East Kilbride
Hairmyres and Westwood West - 01,S01012953,South Lanarkshire,,17,East Kilbride
Hairmyres and Westwood West - 02,S01012954,South Lanarkshire,,19,East Kilbride
